path,sha256
tables/af_df_gaps.csv,19036edf58ee6a2b305b9530de0ddbcd9dbbecb7c1897394e1f429f5bf158419
tables/af_df_gaps.md,88eb8ab75de2b0fee9f7f05b9f8b90978f5a3661926d854056662f8b40bb7e78
tables/analysis_validation.csv,d283f47e8544e344d3669c68cac83a01a2828254ab02284f158f1fbed2a00172
tables/analysis_validation.md,ebe3d226e7013a5b7ef9e5d12fde43761b75cf2d56ce4aab9e3abfba71bce9ac
tables/architecture_robustness_comparison.csv,dab0c680cfa56b7952beb77df9b6a005e76a98ed9de99e312cdd358574e54b60
tables/architecture_robustness_comparison.md,aef4132d6587a28ae104eb38f247a478fb28707caa0585d188c3fb5955958dd5
tables/collision_scaling_summary.csv,255756c0ef0398db7276f8e7983fc36dc49826391cdd157118121918ea8e2735
tables/collision_scaling_summary.md,6e749e45e482f8b1172a3963bbf1aac391bf961b57846d29fb52da1eb63a94dd
tables/collision_scaling_workload_slopes.csv,3ae3bbeeafb1dfd7517ebc0c857389a38afd5d0473c1ac6a00b2b4d5f097aa31
tables/collision_scaling_workload_slopes.md,8271785199a76ffb24e6ddc12cf39b89e10b4143e56d23b2c188712d4a000d93
tables/decomposition.csv,19036edf58ee6a2b305b9530de0ddbcd9dbbecb7c1897394e1f429f5bf158419
tables/decomposition.md,88eb8ab75de2b0fee9f7f05b9f8b90978f5a3661926d854056662f8b40bb7e78
tables/insertion_equivalence.csv,a56c487ce94fbc53a115d5faa90d83d5f685b1dc16d993a4b7c4c1279f481287
tables/insertion_equivalence.md,6aec59eb7ca1258f6a2d119291dedb84871a3bb1f815de0822bdfaebafcd3b35
tables/legacy_limitations.csv,6d202aad4eea6fa740f98df03ffd188271cd2ed8844726cc3989db86b426039d
tables/legacy_limitations.md,b05e14bdaafe4155a519f213a54a1ef80159114d216028aa4961c52944ddefe4
tables/parameter_grid.csv,4f94d2dc525be87ee29b862409fde6233bd8291cc1a18a018e08d7e739c6f326
tables/parameter_grid.md,4ca9d786a79be8028ad232cdfb15be18b55db340b2abc46981023869bea0afe4
tables/predictor_configurations.csv,ebb0654147fe9a154d936f41d8d6defe6c6ee4eaa865b5caf9136f02cb032ba0
tables/predictor_configurations.md,206d817f4cb83e9f33378242c63011d26dd0d1bd5138b07a16612bf915ae90d5
tables/predictor_models.csv,f6140a275907a9ae1b15b3049b31c445cdbe3853a1a6e39a1adc8c6ceeea599b
tables/predictor_models.md,ca0141e0bdb6dac29767946849754a843d20402053a735c50345efad8dd88a88
tables/quantizer_bias.csv,94b41173be32eacfd124674fc147f976951c5c3d89ebd3a30d28be97641bbb70
tables/quantizer_bias.md,4c63a78ab204bf5076df66177d516b346d25d8b4a5ff9753df7096d625adaa72
tables/random_order_scope.csv,68c314fbd0810c77fc346ab5f89c6a91680502fc286a6cc16d45bc4c63f6b5d9
tables/random_order_scope.md,9fe426b63d08fe5b7fa59b4bf5dc6b0399acb60cd46432c8f08a2a05a8aedcda
tables/ranked_sensitivity_bias.csv,98a5c7d363d4c5b34e65bc76e907aa3a5cb859e6aff594b3cf89f26a47e3fafe
tables/ranked_sensitivity_bias.md,b1cdac58ca26b354291a0ccf97da9250f7d8c03ec455732a12ef3396d183c47e
tables/robustness_collision_scaling_summary.csv,5adf48b9de4338830eb9a1371f42233ed3489987113a914b5e3ac8f05c22c9af
tables/robustness_collision_scaling_summary.md,55692701333601f5fce3e782152eeb968c87a38babc3d586f758fe33a65d6bd4
tables/robustness_collision_scaling_workload_slopes.csv,b40eaae930a925725d57695c1e1d20d2449d8cea14cc12bb708fc1875babf63f
tables/robustness_collision_scaling_workload_slopes.md,e792bcb5e2cb0ef24371010e4bdee7a6855c47f869609a6d99c43d751bdd5b0f
tables/robustness_predictor_configurations.csv,05521be6442994ce89a8302a190a9f3516591fba215800b525c5934467063b43
tables/robustness_predictor_configurations.md,157115f51932846ea8c559407c8fdbb236122dafbf227c7187ccc01ac0e7eb00
tables/robustness_predictor_models.csv,688aaaa87c15d182a95ed808678457ce13249ccbd3c3217ed149b8c950779e79
tables/robustness_predictor_models.md,12c927adcfada67f61858d362eda5d9cc56827116630aa40f4c1c34a4a508343
tables/runtime_reproducibility.csv,6486acb705cf6669a601f0fb745e12e275379b0a4b2671b4fa248cea8e4f4fff
tables/runtime_reproducibility.md,324f8e62118de52944bd594b4c17ac1eebc2904cd421939f372edccc7bde2443
tables/theory_validation.csv,78e1bbed165176014acfd056d510be089bc3e7f9b21efa5563919087c94a7678
tables/theory_validation.md,092192d5d509971c4e68cd3482cab09fd28d0b7f1d26e66034566292daefa294
figures/bias_vs_ordering_en.pdf,d97873de0ad66877abb677be52bd9fc83a0b9b681a7de74de1bc042f67ea2b66
figures/bias_vs_ordering_en.png,ef9b87c206530bf5949b4310681483cc22a6d3e8765faeacd604a60c8ab5d09c
figures/bias_vs_ordering_en.svg,61238e440e8df221c6ba7d619f03236c0477a02cab2f1d1b5c04e49b52bd68d9
figures/bias_vs_ordering_ru.pdf,01d7bb5a65505c76aef08880bb14852c38d9b404cd2bef7fb170f2bf1e8bb6da
figures/bias_vs_ordering_ru.png,a12b2bae40b1f405a5d6e11fb770bc588150332fe2dedc4ca91c95653386c151
figures/bias_vs_ordering_ru.svg,26f10949bb7b51187b848c913da573602f7ebad9a9dfad96d0d0b21cd9df27d4
figures/collision_scaling_en.pdf,bdfd0cc539256070c27f81536a935ff86b0e4b5fe15bdc3adaa0817d73f5a65f
figures/collision_scaling_en.png,ae18f1a28934730125f9b7bfd51359b4c4242ffa854c85dc2526c067caa7c443
figures/collision_scaling_en.svg,9deae8ca44cff05f47b1945e5708384071fac6d0d39cf77725e741ca9d9aa246
figures/collision_scaling_ru.pdf,371d6ecfb5ca546b00219ad1fc08d3271bf41e8c31eb7d0969b5112ed12b2205
